timestamp,url,tweet,replies,retweets,quotes,likes
2020-02-28 00:40,https://twitter.com/JoeBiden/status/1233190075418021889,"""Thanks to a man of great position and character taking an interest in him, he knows that his stutter does not define him, nor his plans for a bright future.""

You raised an incredible young man, Elisa. I'm honored to have been a part of his journey. https://t.co/lhi4T190do",98,589,23,2128
2020-02-28 01:15,https://twitter.com/JoeBiden/status/1233198883448082432,Barack Obama was one hell of a president. https://t.co/Q7YacziNzh,1612,5117,489,24309
2020-02-28 02:05,https://twitter.com/JoeBiden/status/1233211466502692864,I’m running for president to offer our country a different path — not back to a past that never was — but to a future that fulfills our true promise as a nation.,1179,2291,160,11019
2020-02-28 15:05,https://twitter.com/JoeBiden/status/1233407760462753795,We are in a battle for the soul of this nation — and Donald Trump is poison to our soul. We have to get him out of the White House. https://t.co/CvICTGZUJe,764,4143,212,14466
2020-02-28 16:30,https://twitter.com/JoeBiden/status/1233429152461545473,Senator Kaine is an incredible public servant. Virginians are lucky to have him representing them in the Senate — and I'm honored to have his endorsement. https://t.co/3h81B1yhsy,271,1090,54,5273
2020-02-28 18:34,https://twitter.com/JoeBiden/status/1233460356749680640,"My dad always said, “Champ, when you get knocked down, you get back up.” I’ve been knocked down a lot in my life, like so many Americans have, but always get back up. That’s the resiliency of the American people. Given half a fighting chance, there’s nothing we can’t do. https://t.co/e9nR5Rqn8u",447,1532,70,5966
2020-02-28 20:29,https://twitter.com/JoeBiden/status/1233489297002512384,"Tomorrow is the South Carolina primary, and we need your help to bring us across the finish line. If you have a few extra minutes, head to https://t.co/3eifqewid5 to talk with folks before they head to the polls.",101,544,15,1435
2020-02-28 21:02,https://twitter.com/JoeBiden/status/1233497602097733632,"America was founded on the promise of equality, liberty, and justice for all. We’ve never fully lived up to that promise — but we’ve never stopped trying. We can’t rest until we reach our highest ideals and justice truly rings out for all.",284,1157,64,4226
2020-02-28 21:19,https://twitter.com/JoeBiden/status/1233501888827592704,Wrong Veep https://t.co/ojmgKUA6XE,129,637,40,6239
2020-02-28 21:55,https://twitter.com/JoeBiden/status/1233510939720175616,Monica's story is the story of far too many in our country — and a solemn reminder of the cost of our inaction. No parent should lose their child to an act of gun violence. We have to end this epidemic. https://t.co/MBQ5iPQoHE,104,497,16,1399
2020-02-28 23:08,https://twitter.com/JoeBiden/status/1233529310998388737,"Folks, a win in South Carolina would help us build momentum at just the right time. We're feeling good about our chances, but we need your help to pull it off. Please chip in what you can — every dollar makes a big difference: https://t.co/s1BfEAawq6",222,868,36,2599
2020-02-29 00:30,https://twitter.com/JoeBiden/status/1233549947640958976,"We are in a battle for the soul of this nation. Donald Trump’s poisonous rhetoric has emboldened the worst among us to crawl out from under their rocks and spread their hate openly.

We have to get Trump out of the White House and give hate no safe harbor.",813,3541,160,13758
2020-02-29 01:01,https://twitter.com/JoeBiden/status/1233557748387729408,"For too many people across the country, normal has become a living nightmare. We can’t go on like this any longer. We have to end our gun violence epidemic. https://t.co/kyZlysST0a",387,1669,85,4613
2020-02-29 14:15,https://twitter.com/JoeBiden/status/1233757564992540673,"Today’s the day, South Carolina! Confirm your polling location at https://t.co/NqNhRCMWJ3, grab your photo ID, and make sure to get out and vote before 7 PM ET. https://t.co/ouFNaOIOu8",294,1575,110,4752
2020-02-29 16:05,https://twitter.com/JoeBiden/status/1233785247457673216,"Today, South Carolina has the chance to set our nation on a new path. Let’s go.

https://t.co/NqNhRCMWJ3 https://t.co/ITwOCUhlMU",219,965,63,3253
2020-02-29 17:05,https://twitter.com/JoeBiden/status/1233800347061063680,"I’m honored to have Congressman Clyburn’s vote — now, I’m asking for yours.

Get out and vote, South Carolina: https://t.co/NqNhRCMWJ3 https://t.co/vmJxlQSmvn",376,1896,93,6332
2020-02-29 18:17,https://twitter.com/JoeBiden/status/1233818466236301312,Today’s the day — it’s primary day in South Carolina! Head to https://t.co/3eifqewid5 to make calls from wherever you are in the country to help get folks to the polls.,182,592,17,1891
2020-02-29 19:45,https://twitter.com/JoeBiden/status/1233840611939061765,"To win the battle for the soul of this nation, we need everyone to step up and make their voice heard. If you live in South Carolina, confirm your polling place by heading to https://t.co/NqNhRCMWJ3, grab your photo ID, and get out and vote today. https://t.co/kfBYDZr5yK",178,631,30,2077
2020-02-29 20:30,https://twitter.com/JoeBiden/status/1233851937331630080,I’ve dedicated my entire life to serving this country — and I’m not finished yet. https://t.co/ic8DpNdIZH,691,3595,200,13804
2020-02-29 22:34,https://twitter.com/JoeBiden/status/1233883142374727681,"We are at an inflection point. We can choose four more years of Donald Trump's poisonous rhetoric and divisive politics — or we can take the next great step forward as a nation.

It won’t be easy. But we can do it, together. https://t.co/pR7zzOqyzI",492,2921,183,8720
2020-03-01 00:03,https://twitter.com/JoeBiden/status/1233905713321254912,"Thank you, South Carolina! To all those who have been knocked down, counted out, and left behind — this is your campaign. Together, we will win this nomination and beat Donald Trump.",2511,8955,726,55334
2020-03-01 00:10,https://twitter.com/JoeBiden/status/1233907481388158979,"Just days ago, the press and the pundits declared our campaign dead. But after tonight, it's clear we are very much alive — and we need your help to keep the momentum going.

Chip in to help us make the most of our big victory in South Carolina: https://t.co/93SWSQkpA5",568,1742,139,6789
2020-03-01 01:47,https://twitter.com/JoeBiden/status/1233931842912342016,I'm about to take the stage from South Carolina. Tune in to watch live: https://t.co/lrtklurDrY,908,1465,143,7199
2020-03-01 02:47,https://twitter.com/JoeBiden/status/1233946811787669505,"The press counted us out.

The pundits declared our campaign dead.

But we proved them wrong. https://t.co/E5MGBpZ9RR",1061,4354,365,22606
2020-03-01 03:06,https://twitter.com/JoeBiden/status/1233951593252311041,"From climate change to racial justice — @TomSteyer has dedicated his life to making progress on some of the most pressing issues of our time. His presence will continue to be felt in the race, and I look forward to working alongside him to get Donald Trump out of the White House.",502,3461,122,17984
2020-03-01 03:50,https://twitter.com/JoeBiden/status/1233962666298765312,"South Carolina, I can't thank you enough. Tonight's big victory has launched us forward, and we need your help to keep the momentum going.

Please chip in a few dollars if you can — it'll make a big difference: https://t.co/3aG5mzOI3W https://t.co/4gsyMNZDdw",2847,4835,402,22531
2020-03-01 13:57,https://twitter.com/JoeBiden/status/1234115571245047810,"Yesterday this campaign raised $5M online, including from tens of thousands of new supporters. You did that. Together, we will do this. We'll get the nomination, defeat Donald Trump and win the battle for the soul of this nation. Chip in to keep us going: https://t.co/pMWsQ06CZt",530,2576,179,8853
2020-03-01 16:52,https://twitter.com/JoeBiden/status/1234159540670795780,"When the press, pundits, and our opponents wrote us off, @TeamJoe delivered big.  

This was the launching pad. Now let’s win this thing. https://t.co/jLcesHB3tH",439,1825,83,7497
2020-03-01 18:05,https://twitter.com/JoeBiden/status/1234177834312036352,"I’ve never been more optimistic about America’s future than I am today. If we come together and unite this country, there’s not a single thing we can’t accomplish.",1137,3902,201,22531
2020-03-01 20:22,https://twitter.com/JoeBiden/status/1234212386850136067,Only Donald Trump could make the coronavirus about him. This president is dangerous. https://t.co/lYGNrAylDW,747,4421,181,19019
2020-03-01 21:52,https://twitter.com/JoeBiden/status/1234234960518709248,"South Carolina was just the launching pad. Our campaign is taking off, and we need your help. Head to https://t.co/GCxsKwFY4h to get involved in your community. https://t.co/ZH3g9ZS6xW",249,1339,52,5146
2020-03-02 00:08,https://twitter.com/JoeBiden/status/1234269185993269249,"With your help, we won big in South Carolina. Now, we're shifting our focus to winning big on Super Tuesday. I know we can do it, but we need your help to make it happen. 

If you can, please chip in to keep our momentum going: https://t.co/rLn0o26a83",238,1068,41,3669
2020-03-02 01:04,https://twitter.com/JoeBiden/status/1234283278925852672,"Together, we will beat Donald Trump.",1190,4666,227,35601
2020-03-02 01:31,https://twitter.com/JoeBiden/status/1234290223451901954,".@PeteButtigieg ran a historic, trail-blazing campaign based on courage, compassion, and honesty. We will be a better country for his continued service. This is just the beginning of his time on the national stage.",1369,9532,426,74324
2020-03-02 01:57,https://twitter.com/JoeBiden/status/1234296761700823040,"Yesterday we had our best day of online fundraising on this campaign, raising $5M from tens of thousands of new supporters.

Today, we've already surpassed that total. And we're just getting started. Join us: https://t.co/mAhA5TFPT8",260,1520,98,5399
2020-03-02 02:35,https://twitter.com/JoeBiden/status/1234306179804778496,"The press and the pundits declared our campaign dead. But after last night's big victory, it's clear we are very much alive. https://t.co/eAuSJpdnaw",361,1301,63,6748
2020-03-02 03:01,https://twitter.com/JoeBiden/status/1234312722939908098,"Selma, thank you for welcoming me back into your community this morning. As we commemorate the anniversary of Bloody Sunday, we also recognize that the struggle for Black Americans to participate in democracy is not over. We have to fight for a more just, equal America—together. https://t.co/aJ5ov31WEM",252,1246,37,6113
2020-03-02 15:10,https://twitter.com/JoeBiden/status/1234496181868388357,"I'm incredibly honored to have the support of @latinovictoryus. Latinos are the future. They must have a voice — and as president, I will do all in my power to amplify that voice. https://t.co/EsdccBqXbW",418,2235,108,8195
2020-03-02 17:01,https://twitter.com/JoeBiden/status/1234524116226539523,"If you want a Democratic nominee who will:

- Build on Obamacare — not scrap it
- Take on the @NRA and gun manufacturers — not protect them
- Stand up for the middle class — not raise their taxes and make promises that can’t be kept

Then this is your campaign.",1541,5732,273,28581
2020-03-02 19:23,https://twitter.com/JoeBiden/status/1234559851281313792,Americans can't wait for the false promise of a revolution. We need real change right now. https://t.co/cVhYjfMhaO,550,2029,101,8112
2020-03-02 19:45,https://twitter.com/JoeBiden/status/1234565388106633217,Something is happening in Virginia. https://t.co/0uqzMMeYyI,457,1088,81,6865
2020-03-02 22:11,https://twitter.com/JoeBiden/status/1234602129970651138,"We are in a battle for the soul of this nation — and it's a battle we can't lose. So let's get back up, let's fight back, and let's win. https://t.co/UHOyeHlAWy",1133,5912,421,22883
2020-03-02 23:38,https://twitter.com/JoeBiden/status/1234624024438878208,Bernie Sanders has gone after nearly every corporation in the world — except the gun manufacturers. It's unacceptable. We need a president with the courage to take them on and ensure they can be held accountable for the carnage they have caused. https://t.co/nebCfE05gW,890,3196,156,12139
2020-03-03 00:48,https://twitter.com/JoeBiden/status/1234641639869755392,"Proud to have Pete on the trail with me today. Our number one priority is to beat Donald Trump and bring unity back to our party. Together we're gonna make it happen.  Welcome to the team, @PeteButtigieg! Watch live: https://t.co/BAnAkX5oqH",800,4209,222,27088
2020-03-03 01:24,https://twitter.com/JoeBiden/status/1234650818776911874,"This fall, Donald Trump will be trying to get the Supreme Court to strike down Obamacare — ripping insurance away from 30 million people.

I’ll be fighting to end his administration, and to secure for every American the peace of mind that comes from having affordable health care. https://t.co/RPj0D8jsyI",415,2645,80,8110
2020-03-03 02:14,https://twitter.com/JoeBiden/status/1234663282868252678,"Grateful beyond words to have @PeteButtigieg’s endorsement. A guy of enormous integrity. Someone who has as much moral courage as he has physical courage. Welcome to the team, Mayor Pete. https://t.co/nLmO13pYHN",703,3514,202,26891
2020-03-03 02:23,https://twitter.com/JoeBiden/status/1234665774121250817,"I’m about to take the stage with Senator @AmyKlobuchar in Dallas, Texas, ahead of Super Tuesday. Tune in to watch live: https://t.co/q8m6cCDhcW",364,1299,82,7546
2020-03-03 03:09,https://twitter.com/JoeBiden/status/1234677128311869451,Honored to have @BetoORourke join us on the stage tonight in Dallas. Tune in now to hear what he has to say:,369,1652,76,10459
2020-03-03 03:14,https://twitter.com/JoeBiden/status/1234678382207455232,"I can't tell you how much Senator @AmyKlobuchar's endorsement means to me. From the moment she announced, it wasn’t hard to see she had the grit and determination to do anything she sets her mind to. That's why I'm confident that we'll beat Donald Trump, together. https://t.co/M89h5rFLLC",412,1567,77,9705
2020-03-03 04:06,https://twitter.com/JoeBiden/status/1234691468393975808,".@BetoORourke mobilized a state, inspired a nation, and in the wake of the shooting in El Paso showed us all what compassionate leadership looks like. He will be changing this nation for years to come. I'm so grateful he's on our team. https://t.co/3d4JZm0FNS",400,1838,98,8778
2020-03-03 04:15,https://twitter.com/JoeBiden/status/1234693733402267649,"Pete and Amy and Beto backed our campaign — now we need you. This is our moment to come together as a party to beat Donald Trump. If you're with us, chip in today to keep our momentum going: https://t.co/bmzd9pFztt",396,1405,67,5770
2020-03-03 04:21,https://twitter.com/JoeBiden/status/1234695405021036549,Seeing what this whole Whataburger thing is about with @BetoORourke ! https://t.co/rdjZUFC49y,933,2345,406,11640
2020-03-03 04:25,https://twitter.com/JoeBiden/status/1234696250068324352,"Whether you supported Pete, Amy, Beto, or any other candidate in this race — know that there is a home for you in our campaign. I will do everything I can to earn your vote.",2445,7128,456,49937
2020-03-03 04:40,https://twitter.com/JoeBiden/status/1234700024984068097,The last few days have made one thing very clear: We are building the campaign that will beat Donald Trump.,1424,3053,202,21235
2020-03-03 13:16,https://twitter.com/JoeBiden/status/1234829880618930176,"Today’s the day! If you’re in a Super Tuesday state, head to https://t.co/Hy8C4n0lUk to confirm your polling location and make sure to get out and vote. https://t.co/zwgsMznvwW",542,1525,111,5545
2020-03-03 15:01,https://twitter.com/JoeBiden/status/1234856304918663168,"We can't sit by and lose this country to Donald Trump. Today, we take it back — together.

Go vote: https://t.co/Hy8C4n0lUk https://t.co/0YgyJFr9YR",2093,1632,356,5698
2020-03-03 15:52,https://twitter.com/JoeBiden/status/1234869139409379331,"Jill and I send our thoughts and prayers for the safety of Tennesseans affected by the tornado. Stay safe out there — and if you're voting today, be sure to follow @tndp for updates. https://t.co/HpdC2T38T0",151,1014,38,5049
2020-03-03 16:32,https://twitter.com/JoeBiden/status/1234879205675954176,"Recorded this last night but couldn't have said it any better myself, @BetoORourke. If you live in any state that's voting on Super Tuesday — today is your day.

Let's go win this thing, folks! Head over to https://t.co/Hy8C4n0lUk to find your polling location now. https://t.co/zmqnyX0gvz",676,2504,142,9661
2020-03-03 17:35,https://twitter.com/JoeBiden/status/1234895060635934720,"This is a critical, critical moment. But don't just take it from me. Momentum is growing, chip in $5, $10 now to keep us going: https://t.co/RTC8a5uwxg https://t.co/OMNhp9OeQe",819,2237,330,7911
2020-03-03 19:42,https://twitter.com/JoeBiden/status/1234927020913627140,"If you want a Democratic nominee who can:

- Beat Donald Trump
- Keep Nancy Pelosi as Speaker and hold the House
- Take the US Senate and state legislatures

Then this is your campaign.",2387,6313,458,37292
2020-03-03 21:03,https://twitter.com/JoeBiden/status/1234947405071536129,"Whether you live in Maine or California — or any Super Tuesday state in between — I’m asking for your vote today. Together, we can beat Donald Trump and set our nation on a new path.

Head to https://t.co/Hy8C4n0lUk to confirm your polling location and get out and vote! https://t.co/nR6yukLMRy",379,1170,53,4626
2020-03-03 21:45,https://twitter.com/JoeBiden/status/1234957974528937985,"Senator @AmyKlobuchar said it best, ""It is time to turn back the division and the hate and the exclusion and the bitterness — and it is time to work together.""

If you're in Minnesota — or any Super Tuesday state — go vote today! https://t.co/0CJ35fGH7w",387,1615,75,7751
2020-03-03 23:20,https://twitter.com/JoeBiden/status/1234981882091098115,We are better than this moment and so much better than this president. It's time we get up and take back our country. https://t.co/YnqtWumt52,447,2159,85,9277
2020-03-04 00:31,https://twitter.com/JoeBiden/status/1234999833909329920,"Thank you, Virginia! https://t.co/bbIQ8p2edB",279,2103,110,14515
2020-03-04 00:32,https://twitter.com/JoeBiden/status/1235000018873896961,"Thank you, North Carolina! https://t.co/FnzuOADiBx",535,3221,161,23421
2020-03-04 01:02,https://twitter.com/JoeBiden/status/1235007787161317378,"Thank you, Alabama! https://t.co/TXjtTF8n9r",402,2491,98,17278
2020-03-04 02:10,https://twitter.com/JoeBiden/status/1235024814756098048,"Thank you, Tennessee! https://t.co/3DkJm6k941",280,2378,96,17247
2020-03-04 02:18,https://twitter.com/JoeBiden/status/1235026811068633090,"Thank you, Oklahoma! https://t.co/R6XtWWVZNZ",287,1884,91,13908
2020-03-04 02:22,https://twitter.com/JoeBiden/status/1235027778048864261,#Joementum https://t.co/3UhSdLUT4Y,3086,6552,2138,28644
2020-03-04 03:06,https://twitter.com/JoeBiden/status/1235038793528274945,"Thank you, Arkansas! https://t.co/IUn2901eMw",216,1580,59,11337
2020-03-04 03:19,https://twitter.com/JoeBiden/status/1235042035070947328,"Thank you, Minnesota! https://t.co/BqKfvLOJDy",318,1862,101,13854
2020-03-04 03:30,https://twitter.com/JoeBiden/status/1235044874908393472,I'm about to take the stage from California. Tune in to watch live: https://t.co/nIysK0qPFK,192,222,15,1658
2020-03-04 03:47,https://twitter.com/JoeBiden/status/1235049205275791360,"The press and the pundits declared us dead — but tonight has made clear that we are very much alive. We're building the campaign that can unite the party and beat Donald Trump — but we need your help to do it.

Chip in to keep this momentum going: https://t.co/QgjqRYLxiB",338,1068,56,4668
2020-03-04 03:59,https://twitter.com/JoeBiden/status/1235052234116714498,"Thank you, Massachusetts! https://t.co/CkA2gy1RPo",296,1598,125,11745
2020-03-04 03:59,https://twitter.com/JoeBiden/status/1235052111358046208,"Thanks, Obama. https://t.co/kBXnvbJ9ND",459,2629,322,15890
2020-03-04 04:07,https://twitter.com/JoeBiden/status/1235054319239483394,"You lost tonight, @realDonaldTrump. Democrats around the country are fired up. We are decent, brave, and resilient people. We are better than you. Come November, we are going to beat you. https://t.co/gjZcrcCDlX",12111,14722,2244,94241
2020-03-04 04:13,https://twitter.com/JoeBiden/status/1235055833894883328,"Let’s unite.

Let’s beat Donald Trump.

And let’s take back this country!",1987,7639,400,50442
2020-03-04 05:00,https://twitter.com/JoeBiden/status/1235067575710765057,"I want to thank our incredible supporters and volunteers across the country. Your faith in our campaign — especially when the pundits and the media counted us out — means the world to me. Let’s go win this, together. https://t.co/ddCTPg9WZZ",392,1988,77,11071
2020-03-04 05:32,https://twitter.com/JoeBiden/status/1235075499145064448,"Team, because of you we had an incredible Super Tuesday. Now, it's time to focus on beating Donald Trump. We can get him out of the White House with your help.

Please chip in a few dollars to help us win this thing: https://t.co/Fxrb2ujqWM https://t.co/AOwK3JKR2i",6067,4376,569,19639
2020-03-04 06:46,https://twitter.com/JoeBiden/status/1235094180097122304,"Call it a W. Thank you, Texas. https://t.co/iXFI1ys9wi",599,2721,841,18013
2020-03-04 06:47,https://twitter.com/JoeBiden/status/1235094384493727744,"Thank you, Texas! https://t.co/QjmWecyyFD",1086,4353,367,32390
2020-03-04 14:58,https://twitter.com/JoeBiden/status/1235218114461212672,"I'm Joe Biden and I'm running a campaign that chooses: Hope over fear. Unity over division. Truth over lies.

And to supporters of Pete, Amy, and Beto: last night was your win too — and I’m here to earn your vote. So join us: https://t.co/Wye3ZV9uuQ https://t.co/oDTZsrcMFi",969,4568,306,20165
2020-03-04 15:52,https://twitter.com/JoeBiden/status/1235231527191093250,".@MikeBloomberg, I can’t thank you enough for your support—and for your tireless work on everything from gun safety reform to climate change. This race is bigger than candidates and bigger than politics. It’s about defeating Donald Trump, and with your help, we’re gonna do it.",3537,11893,1613,77390
2020-03-04 17:50,https://twitter.com/JoeBiden/status/1235261222854856704,"I have said it many times in this campaign. This nation will be able to overcome four years of Donald Trump. But if this man is reelected, we won’t recognize this country in a few years.

We have to get Trump out of the White House.",3548,11510,715,67600
2020-03-04 20:13,https://twitter.com/JoeBiden/status/1235297357648015361,"Thank you, Maine! https://t.co/scy7BwVQCy",395,1876,81,14043
2020-03-04 20:52,https://twitter.com/JoeBiden/status/1235307108117221378,"We need judges who will respect Roe v. Wade as the law, and we need a Congress that will protect reproductive rights. If I'm president, that leadership will start at the top.",261,908,40,5215
2020-03-04 20:52,https://twitter.com/JoeBiden/status/1235307106682777607,"There is an assault on abortion access, and today it has reached the Supreme Court. It's time for our leaders to stand up for women's rights. https://t.co/RFEUC1YLjM",490,2214,93,9092
2020-03-04 21:55,https://twitter.com/JoeBiden/status/1235322880314892288,Most Americans don't want the false promise of a revolution — they want results. https://t.co/8ElpMRChuc,1123,2164,170,10652
2020-03-04 23:01,https://twitter.com/JoeBiden/status/1235339488802594828,"America was built on the simple idea that we're all created equal—but we've never lived up to it. We've had to fight for it. And we've got to recognize the women who have kept the fires of justice and equality blazing, lighting the way forward for us all. #WomensHistoryMonth",776,3090,110,16506
2020-03-04 23:32,https://twitter.com/JoeBiden/status/1235347289935208448,"I'm grateful that over 125 elected officials and leaders from across the country have endorsed our campaign in the last few days. Now, I'm hoping to get your endorsement.

If you're with me, let me know by adding your name today: https://t.co/gnaFCAUzju https://t.co/FKLhU4xAzV",1029,3210,186,12133
2020-03-05 00:45,https://twitter.com/JoeBiden/status/1235365660957474816,"To everyone who has placed your faith in our campaign thus far, thank you. Your support means the world to me — and I hope I make you proud. I will do everything I can to bring this country together and restore the soul of our nation. https://t.co/prwo6rPAct",927,2122,146,14414
2020-03-05 01:20,https://twitter.com/JoeBiden/status/1235374469079797762,We are building the coalition that will defeat Donald Trump.,3542,5824,496,47775
2020-03-05 13:52,https://twitter.com/JoeBiden/status/1235563953830481920,"I'm blown away by the grassroots energy we've seen from Pete, Amy, and Beto supporters. Tuesday wouldn't have happened without all of you. It's going to take all of us to beat Donald Trump and I'd love to have you on our team: https://t.co/PuJ6qyW8Xz https://t.co/ZgA442XHiS",1501,4650,293,23896
2020-03-05 17:20,https://twitter.com/JoeBiden/status/1235616060906205184,"Senator @EWarren is the fiercest of fighters for middle class families. Her work in Washington, in Massachusetts, and on the campaign trail has made a real difference in people's lives. We needed her voice in this race, and we need her continued work in the Senate.",3957,9972,1397,85857
2020-03-05 17:21,https://twitter.com/JoeBiden/status/1235616413479550982,And to Bailey: Champ and Major would love to have you over any time.,367,1561,259,19156
2020-03-05 19:35,https://twitter.com/JoeBiden/status/1235650035251122176,We should not tear down Obamacare. Period. We need to protect and build on it with a new public option to ensure every American has access to the care they need.,3405,6042,594,36184
2020-03-05 23:05,https://twitter.com/JoeBiden/status/1235702883212918784,"Not a joke, folks. We added a bunch of new items to our campaign store that I think you'll like. Head to https://t.co/xnkThpmavv to stock up today. https://t.co/lGit9Flp8V",326,473,47,1966
2020-03-05 23:55,https://twitter.com/JoeBiden/status/1235715465890205696,"I’m confident that with the help of @PeteButtigieg and his supporters, we will unite this country, we will beat Donald Trump, and we will restore honor and decency to the White House. https://t.co/zxEG7Dptzt",1019,3748,229,20773
2020-03-06 00:36,https://twitter.com/JoeBiden/status/1235725955726893056,"Here's the deal, folks: social security is on the ballot this year, and the choice couldn't be clearer: 

I'll protect and expand it. Donald Trump will cut it and take it away. https://t.co/Nyez4ihOPa",4290,13420,972,38616
2020-03-06 01:01,https://twitter.com/JoeBiden/status/1235732075506012160,"For all the hard-won progress we've made in the fight for LGBTQ+ equality, we're not done — not nearly. That's why I just released my plan to advance LGBTQ+ equality in America and around the world: https://t.co/RSlFCrVlrZ https://t.co/8GJxnx5h8f",664,1961,200,7168
2020-03-06 01:07,https://twitter.com/JoeBiden/status/1235733748563533824,"Get real, Bernie. The only person who's going to cut Social Security if he's elected is Donald Trump. Maybe you should spend your time attacking him. https://t.co/7rwvXWmUWG",6434,13998,1815,63347
2020-03-06 01:30,https://twitter.com/JoeBiden/status/1235739373745958912,Donald Trump is the most corrupt president in modern American history — and the American people deserve to know what he is hiding in his tax returns. https://t.co/Idfuq9J8XU,2471,8880,679,28165
2020-03-06 02:15,https://twitter.com/JoeBiden/status/1235750698052202498,We need a president who will choose unity over division.,10835,7254,1960,56488
2020-03-06 15:25,https://twitter.com/JoeBiden/status/1235949508149661698,"Finally: a way to use Twitter without character limits. Check out what I had to say when @TwitterGov asked me about life on the campaign trail, what inspires me, and more: https://t.co/KUFTs9CnX6",776,2872,263,9662
2020-03-06 17:18,https://twitter.com/JoeBiden/status/1235977945581326337,They don’t call it Super Tuesday for nothing! https://t.co/ye8kvggu6W,653,1845,135,8913
2020-03-06 18:56,https://twitter.com/JoeBiden/status/1236002607946067968,This is a big moment for our campaign — and we could use your help to keep our momentum going. Chip in $5 to help us build the campaign that will defeat Donald Trump: https://t.co/QZumn9bs3A https://t.co/WH3diBXaiM,1350,2953,362,11253
2020-03-06 19:54,https://twitter.com/JoeBiden/status/1236017332478242818,"It’s time we restore the great American middle class — and this time, make sure everyone has a chance to come along. That starts with making a $15 minimum wage the law of the land. https://t.co/w0kfjEZPMd",694,2238,107,8937
2020-03-06 20:18,https://twitter.com/JoeBiden/status/1236023348481724416,"I don't care who you're supporting, attacks like this against a man who could be the first Jewish President are disgusting and beyond the pale. Hatred and bigotry have no place in America — and it's up to all of us to root out these evils wherever they're found. https://t.co/Q1Pz3hRUDS",3397,21109,1868,111938
2020-03-06 21:35,https://twitter.com/JoeBiden/status/1236042621677690880,"Climate change is the existential crisis of our time. On day one, I'll rejoin the Paris Agreement — and then rally the world to push our progress further.",2669,6221,547,35076
2020-03-06 23:45,https://twitter.com/JoeBiden/status/1236075337164812288,"We are so much better than who Donald Trump thinks we are. This is the United States of America. We treat each other with dignity, we leave nobody behind, and we give hate no safe harbor.",3997,8272,690,47907
2020-03-07 16:15,https://twitter.com/JoeBiden/status/1236324479233449984,"I can’t tell you how much I appreciate @PeteButtigieg’s endorsement. If you supported Pete, know that there is a home for you in our campaign. Join us in the fight to restore the soul of our nation: https://t.co/gnaFCAUzju https://t.co/VOu3qspbEt",1344,5275,341,29891
2020-03-07 17:32,https://twitter.com/JoeBiden/status/1236343856699867137,"To everyone who has been knocked down, counted out, or left behind — this is your campaign. Together, we will beat Donald Trump and set our nation on a new path. https://t.co/lOQFdTng0c",1550,4979,304,21895
2020-03-07 18:37,https://twitter.com/JoeBiden/status/1236360367430717440,I'm about to take the stage from Missouri. Tune in to watch live: https://t.co/xVFPWVqXbn,353,292,46,1835
2020-03-07 19:02,https://twitter.com/JoeBiden/status/1236366505979154432,"We're going to rebuild the great American middle class. And this time, we're going to bring everyone along regardless of race, gender, religion, ethnicity, sexual orientation, or disability.",2428,5853,410,33980
2020-03-07 20:01,https://twitter.com/JoeBiden/status/1236381353811120128,"I support #AB5 in California, which will give workers the dignity they deserve in the workplace. I agree with @transportworker that we can't let corporations undermine basic rights by adding these exemptions to ground-breaking legislation. https://t.co/bouzgRLBU7",1772,859,693,2861
2020-03-07 21:50,https://twitter.com/JoeBiden/status/1236408784492298240,"If you re-elect Donald Trump, he's going to cut Medicare and Social Security. I'm going to protect and expand these benefits. https://t.co/psf4xAs3YS",1642,5400,312,15817
2020-03-07 23:26,https://twitter.com/JoeBiden/status/1236433064038780928,I'm about to take the stage from Missouri. Tune in to watch live: https://t.co/JnUHTuV8VH,957,1880,145,8409
2020-03-08 00:30,https://twitter.com/JoeBiden/status/1236449049865224194,"“Rosie the Riveter"" represents the American women who worked in factories during World War II.

Their resilience and hard work helped us win the war.  

Agnes was one of them. I called her on her 100th birthday, and I could not be more proud to have her support. https://t.co/2toIvuhmsw",560,3277,174,13905
2020-03-08 01:36,https://twitter.com/JoeBiden/status/1236465665864880128,#WhereIsJoe https://t.co/R4y5wE8CKT,1947,2762,511,16942
2020-03-08 12:03,https://twitter.com/JoeBiden/status/1236623516226785283,"Kamala — You’ve spent your whole career fighting for folks who’ve been written off and left behind — and no small part of that alongside Beau. From our family: thank you.

https://t.co/ePtRKVjzXB",3561,12997,955,77612
2020-03-08 17:16,https://twitter.com/JoeBiden/status/1236702218092515333,"If we give Donald Trump four more years in the White House, our planet may never recover.",12596,11326,2714,75786
2020-03-08 18:55,https://twitter.com/JoeBiden/status/1236727132044304387,"On this #InternationalWomensDay, it’s a hard truth that, in 2020, we have not yet reached gender equality in our society. I promise that, as president, I will use every tool available to me and take every opportunity to change that. https://t.co/iRRzgi77cg",717,2660,138,11510
2020-03-08 21:07,https://twitter.com/JoeBiden/status/1236760575528464384,I'm about to take the stage from Mississippi. Tune in to watch live: https://t.co/5VopdE1MvO,809,1618,135,7942
2020-03-08 21:45,https://twitter.com/JoeBiden/status/1236769913995313152,"If we are to realize the dream of gender equality, we can't be disheartened or disengaged. Instead we must recommit to fighting for progress, for our own sake and for the sake of all peoples. We can — and will — do this.

Join us: https://t.co/py7dyozsYx https://t.co/PJdq16s6xc",651,2601,104,9685
